id	snimi	enimet	birth_place	birth_date	death_place	death_date					
http://ldf.fi/history/kb/p5091	Arppe	Nils Ludvig	Kitee	1803	Värtsilä	1861
http://ldf.fi/history/histo/p2243	Arppe	Nils Ludvig		1803		1861					
http://ldf.fi/history/kb/p912	Artama	Arvi	Kajaani	1911	Tampere	1992
http://ldf.fi/history/kb/p5720	Artti	Pontus	Ylitornio	1878	Helsinki	1936
http://ldf.fi/history/kb/p5063	Arvelo	Armas	Uskela	1886	Helsinki	1966
http://ldf.fi/history/kb/p6191	Arvelo	Ritva	Helsinki	1921			
http://ldf.fi/history/histo/p2959	Arvinen	Emil					
http://ldf.fi/history/kb/p6276	Arvola	Kalle	Kempele	1705	Liminka	1772
http://ldf.fi/history/kb/p2002	Arvonen	Veli	Turku	1908	Turku	1994
http://ldf.fi/history/kb/p5714	Arwidsson	Adolf Ivar	Padasjoki	1791	Viipuri	1858
http://ldf.fi/history/histo/p3467	Arwidsson	Adolf Ivar		1791		1858					
http://ldf.fi/history/kb/p6346	Arén	Erik	Finström	1772	Finström	1859
http://ldf.fi/history/kb/p3103	Aschan	Ossian	Helsinki	1860	Helsinki	1939
http://ldf.fi/history/kb/p6272	Asikainen	Alpo	Viipuri	1888	Kellokoski	1942
http://ldf.fi/history/kb/p2978	Asikainen	Risto Eskonpoika		1600		1664
http://ldf.fi/history/kb/p4764	Ask	Elis	Helsinki	1926	Helsinki	2003
http://ldf.fi/history/kb/p402	Asken	Hans van		1430		1488
http://ldf.fi/history/kb/p183	Asko-Avonius	Aukusti		1887	Lahti	1965
http://ldf.fi/history/kb/p943	Askola	Irja	Lappeenranta	1952			
http://ldf.fi/history/kb/p2850	Askola	Vilho	Venäjä, Pietari	1906, 1906	Nurmijärvi, Nurmijärvi	1994, 1994
http://ldf.fi/history/kb/p5820	Askolin	Johannes	Pornainen	1843	Porvoo	1912
http://ldf.fi/history/kb/p2932	Askolin	Maini	Porvoo	1890	Pernaja	1929
http://ldf.fi/history/kb/p2357	Asp	Georg	Vaasa	1834	Helsinki	1901
http://ldf.fi/history/histo/p2319	Asp	Georg		1834		1901					
http://ldf.fi/history/kb/p6029	Asp	Hilda	Urjala	1862	Helsinki	1891
http://ldf.fi/history/kb/p6105	Asp	Isa	Utajärvi	1853	Jyväskylä	1872
http://ldf.fi/history/kb/p4451	Asp	Mathilda	Hämeenlinna, Hämeenlinna	1840, 1840	Ruotsi, Tukholma	1920, 1920
http://ldf.fi/history/kb/p5937	Aspegren	Aurora	Helsinki	1844	Ruovesi	1911
http://ldf.fi/history/kb/p4878	Aspegren	Erik Nilsinpoika	Ruotsi	1600		1672
http://ldf.fi/history/kb/p5386	Aspegren	Gabriel	Kristiinankaupunki	1700	Pedersöre	1784
http://ldf.fi/history/kb/p5539	Aspelin	Heino	Helsinki	1882	Helsinki	1956
http://ldf.fi/history/kb/p3421	Aspelin	Johan Reinhold	Messukylä	1842	Helsinki	1915
http://ldf.fi/history/kb/p4481	Aspelin-Haapkylä	Eliel		1847	Helsinki	1917
http://ldf.fi/history/kb/p212	Asplund	Katarina		1690		1758
http://ldf.fi/history/kb/p6120	Asunta	Heikki	Ruovesi	1904	Ruovesi	1959
http://ldf.fi/history/kb/p38	Auer	Ilmari	Lempäälä	1879	Helsinki	1965
http://ldf.fi/history/histo/p3274	Auer	Sulo Lahja		1896		1941					
http://ldf.fi/history/kb/p4152	Auer	Väinö	Helsinki	1895	Helsinki	1981
http://ldf.fi/history/histo/p3255	Auer	Väinö		1895		1981					
http://ldf.fi/history/kb/p6327	Auervaara	Ruben Oskar	Turku	1906	Helsinki	1964
http://ldf.fi/history/kb/p6356	Augustin	Maria	Turku	1749	Turku	1803
http://ldf.fi/history/kb/p147	Augustin	Mathias	Turku	1746		1808
http://ldf.fi/history/kb/p62	Aura	Jalo	Kotka	1886	Helsinki	1947
http://ldf.fi/history/kb/p1760	Aura	Teuvo	Ruskeala	1912	Helsinki	1999
http://ldf.fi/history/kb/p3092	Auranen	Ahti	Pöytyä	1912	Helsinki	1999
http://ldf.fi/history/kb/p4364	Ausfeld	Eduard	Saksa, Saksa, Wiesbaden, Wiesbaden	1885, 1885, 1885, 1885	Saksa, Potsdam, Saksa, Potsdam	1946, 1946, 1946, 1946
http://ldf.fi/history/kb/p653	Austerlitz	Robert	Romania, Romania, Bukarest, Bukarest	1923, 1923, 1923, 1923	Yhdysvallat, New york, Yhdysvallat, New york	1994, 1994, 1994, 1994
http://ldf.fi/history/kb/p4067	Autere	Hannes	Saarijärvi	1888	Saarijärvi	1967
http://ldf.fi/history/kb/p6302	Autio	Maili	Saarijärvi	1877	Helsinki	1958
http://ldf.fi/history/histo/p2076	Autio	Matti		1885		1918 					
http://ldf.fi/history/kb/p827	Autti	Aleksanteri	Rovaniemi	1893	Helsinki	1959
http://ldf.fi/history/kb/p42	Auvinen	Anders	Kitee	1843	Savonlinna	1915
http://ldf.fi/history/kb/p1884	Auvinen	Johan Aleksander	Savonlinna	1875	Savonlinna	1950
http://ldf.fi/history/kb/p5248	Auvinen	Mauri	Pieksämäki	1927			
http://ldf.fi/history/kb/p4874	Avellan	Gustaf Adolf	Kokemäki	1785	Ahlainen	1859
http://ldf.fi/history/kb/p6000	Avellan	Kaarola	Uskela	1853	Helsinki	1930
http://ldf.fi/history/kb/p5044	Avellan	Nils		1749	Turku	1780
http://ldf.fi/history/kb/p4039	Avellan	Theodor	Loviisa, Loviisa	1839, 1839	Venäjä, Pietari	1916, 1916
http://ldf.fi/history/kb/p5748	Axberg	Fredrik	Helsinki	1747	Liljendal	1820
http://ldf.fi/history/kb/p3357	Axehielm	Johan Henrikinpoika	Ruotsi, Ruotsi, Norrköping, Norrköping	1608, 1608, 1608, 1608	Ruotsi, Uppsala, Ruotsi, Uppsala	1692, 1692, 1692, 1692
http://ldf.fi/history/kb/p4429	Backhals	Jan	Hollanti, Alankomaat	1738, 1738	Pernaja, Pernaja	1816, 1816
http://ldf.fi/history/kb/p330	Backlund	Georg	Närpiö, Finby	1905, 1905	Närpiö, Närpiö	2002, 2002
http://ldf.fi/history/kb/p5414	Backman	Johan	Alaveteli	1706	Alaveteli	1765
http://ldf.fi/history/kb/p3111	Backman	Karl	Loviisa, Loviisa, Loviisa	1805, 1805, 1805	Böömi, Tshekki, Karlsbad	1856, 1856, 1856
http://ldf.fi/history/kb/p3994	Backman	Mia	Janakkala	1877		1958
http://ldf.fi/history/kb/p1014	Backman	Sigrid	Helsinki	1880	Helsinki	1938
http://ldf.fi/history/kb/p1365	Backmansson	Hugo	Paimio	1860	Helsinki	1953
http://ldf.fi/history/kb/p3525	Baeckman	Woldemar	Liettua, Liettua, Venäjä, Venäjä, Pietari, Pietari	1818, 1818, 1911, 1911, 1911, 1911	Helsinki, Viipuri, Helsinki, Viipuri, Helsinki, Viipuri	1994, 1901, 1994, 1901, 1994, 1901
http://ldf.fi/history/histo/p3869	Baer	Adolf Fredrik		1751		1793					
http://ldf.fi/history/kb/p6257	Baer	Anders	Helsinki	1712	Turku	1770
http://ldf.fi/history/kb/p5528	Baer	Anna Elisabeth	Kokkola	1722	Turku	1799
http://ldf.fi/history/kb/p1819	Baer	Willy	Saksa, Markneukirchen	1875, 1875	Turku, Turku	1961, 1961
http://ldf.fi/history/kb/p6183	Bagge	Per		1500		1600
http://ldf.fi/history/kb/p6345	Bagration	Pjotr	Venäjä, Venäjä, Dagestan, Dagestan	1765, 1765, 1765, 1765	Venäjä, Borodino, Venäjä, Borodino	1812, 1812, 1812, 1812
http://ldf.fi/history/kb/p3065	Balk	Bero	Vehmaa, Vehmaa	1350, 1350	Kaarina, Kuusisto	1412, 1412
http://ldf.fi/history/kb/p5772	Balk	Karin		1450		1550
http://ldf.fi/history/kb/p3393	Balls	Gregorius Henrikinpoika	Masku	1500	Kalajoki	1576
http://ldf.fi/history/kb/p6324	Baltscheffskij	Theodor	Venäjä	1865	Helsinki	1959
http://ldf.fi/history/kb/p2947	Baltzar	Veijo	Suonenjoki	1942			
http://ldf.fi/history/kb/p3488	Bandler	Vivica	Helsinki	1917	Helsinki	2004
http://ldf.fi/history/kb/p2310	Banér	Eskil Isakinpoika		1415		1488
http://ldf.fi/history/kb/p4321	Banér	Gustaf Adam	Ruotsi	1624	Ruotsi	1681
http://ldf.fi/history/kb/p4797	Banér	Nils Eskilinpoika		1480		1520
http://ldf.fi/history/kb/p5717	Baratynski	Jevgeni	Venäjä, Venäjä, Tambov, Tambov	1800, 1800, 1800, 1800	Italia, Napoli, Italia, Napoli	1844, 1844, 1844, 1844
http://ldf.fi/history/kb/p865	Barclay de Tolly	Mihail	Liettua, Pamuskis	1761, 1761	Saksa, Saksa	1818, 1818
http://ldf.fi/history/kb/p1137	Barker	John	Haslingden	1791	Turku	1854
http://ldf.fi/history/histo/p2505	Barker	John		1791		1854					
http://ldf.fi/history/kb/p6258	Barkoff	Alexander	Helsinki, Helsinki	1870, 1870	Ateena, Kreikka	1944, 1944
http://ldf.fi/history/kb/p6167	Bars	Claes Detleffinpoika	Turku	1670	Tampere	1734
http://ldf.fi/history/kb/p2287	Barsokevitsch	Victor	Helsinki	1863	Helsinki	1933
http://ldf.fi/history/kb/p5442	Bartram	Johan	Viipuri	1809	Elimäki	1865
http://ldf.fi/history/kb/p2819	Basilier-Magelssen	Ida	Nivala	1846	Norja	1928
http://ldf.fi/history/kb/p4264	Bassi	Charles	Italia, Torino	1772, 1772	Turku, Turku	1840, 1840
http://ldf.fi/history/histo/p2949	Bastamov	Vladimir (S 1902)					
http://ldf.fi/history/kb/p4678	Baumgartner	Leonard	Elimäki	1874	Loviisa	1946
http://ldf.fi/history/kb/p5401	Bayer	Maximilian	Saksa, Saksa, Karlsruhe, Karlsruhe	1872, 1872, 1872, 1872	Ranska, Verdun, Ranska, Verdun	1917, 1917, 1917, 1917
http://ldf.fi/history/kb/p4286	Becker	Adolf von	Helsinki, Helsinki	1831, 1831	Sveitsi, Vevey	1909, 1909
http://ldf.fi/history/kb/p6165	Becker	Frans Josef von	Turku	1823	Helsinki	1890
http://ldf.fi/history/kb/p2365	Becker	Gösta	Hamina	1890	Helsinki	1949
http://ldf.fi/history/kb/p325	Becker	Reinhold von	Kangasniemi	1788	Helsinki	1858
http://ldf.fi/history/histo/p2055	Becker	Reinhold von		1788		1858					
http://ldf.fi/history/kb/p2189	Becker	Waldemar	Helsinki, Helsinki	1840, 1840	Italia, Rooma	1907, 1907
http://ldf.fi/history/kb/p2267	Beckman	Rudolf	Jomala	1889	Helsinki	1974
http://ldf.fi/history/kb/p5663	Behm	Isak		1550		1622
http://ldf.fi/history/histo/p2565	Behm	Isak (K noin 1622)					
http://ldf.fi/history/kb/p6233	Beling	Erik		1600, 1600	Narva, Viro	1700, 1700
http://ldf.fi/history/histo/p4571	Beljajev	Nikolai Iivanovitš					
http://ldf.fi/history/kb/p5910	Bengts	Carl	Närpiö	1876	Jyväskylä	1934
http://ldf.fi/history/kb/p4200	Bensow	Simon	Venäjä, Pietari	1828, 1828	Helsinki, Helsinki	1918, 1918
http://ldf.fi/history/kb/p2329	Bensow	Wilhelm	Ruotsi, Tukholma	1864, 1864	Helsinki, Helsinki	1949, 1949
http://ldf.fi/history/kb/p3567	Berendes	Fabian	Porvoo	1610		1678
http://ldf.fi/history/kb/p2254	Berendes	Joakim		1570, 1570	Riika, Latvia	1623, 1623
http://ldf.fi/history/kb/p2953	Berendes	Johan	Porvoo, Porvoo	1603, 1603	Ruotsi, Tukholma	1652, 1652
http://ldf.fi/history/kb/p6169	Berendts	Edvard	Venäjä, Venäjä, Pietari, Pietari	1860, 1860, 1860, 1860	Viro, Tarto, Viro, Tarto	1930, 1930, 1930, 1930
http://ldf.fi/history/kb/p4131	Berg	Axel	Venäjä, Venäjä	1893, 1893	Neuvostoliitto, Moskova	1979, 1979
http://ldf.fi/history/kb/p4472	Berg	Eero	Sortavala	1892	Helsinki	1968
http://ldf.fi/history/kb/p2535	Berg	Erik	Viro	1876	Ranska	1945
http://ldf.fi/history/kb/p3123	Berg	Fredrik Wilhelm Rembert	Liivinmaa, Liivinmaa, Viro, Viro, Sagnitz, Sagnitz	1794, 1794, 1794, 1794, 1794, 1794	Venäjä, Pietari, Venäjä, Pietari, Venäjä, Pietari	1874, 1874, 1874, 1874, 1874, 1874
http://ldf.fi/history/histo/p2629	Berg	Fredrik Wilhelm Rembert von		1794		1874					
http://ldf.fi/history/kb/p2956	Berg	Karl Emil	Lappeenranta	1869	Helsinki	1921
http://ldf.fi/history/kb/p1286	Bergbom	Emilie	Vaasa	1834	Helsinki	1905
http://ldf.fi/history/histo/p2131	Bergbom	Emilie		1834		1905					
http://ldf.fi/history/histo/p4779	Bergbom	Fredrik		1785		1830					
http://ldf.fi/history/kb/p5079	Bergbom	Gustaf	Haukipudas, Haukipudas, Oulu, Oulu	1785, 1785, 1818, 1818	Oulu, Oulu, Oulu, Oulu	1893, 1860, 1893, 1860
http://ldf.fi/history/kb/p2943	Bergbom	Johan Erik	Raahe	1796	Helsinki	1869
http://ldf.fi/history/histo/p4028	Bergbom	Johan Georg		1850		1917					
http://ldf.fi/history/kb/p6264	Bergbom	Kaarlo	Viipuri	1843	Helsinki	1906
http://ldf.fi/history/histo/p2129	Bergbom	Kaarlo		1843		1906					
http://ldf.fi/history/kb/p1019	Bergenheim	Edvard	Vaasa	1798	Turku	1884
http://ldf.fi/history/kb/p5875	Bergenheim	Jonas Ferdinand	Ilmajoki	1796	Vaasa	1847
http://ldf.fi/history/kb/p4059	Bergh	Edvard	Vaasa	1829	Helsinki	1903
http://ldf.fi/history/kb/p6307	Bergh	Hanna	Helsinki	1864	Helsinki	1890
http://ldf.fi/history/kb/p2146	Bergh	Johan Fredrik	Suonenjoki	1795	Rantasalmi	1866
http://ldf.fi/history/histo/p2872	Bergh	Johan Fredrik		1795		1866					
http://ldf.fi/history/kb/p3321	Bergh	Julius Immanuel	Suonenjoki	1810	Liminka	1878
http://ldf.fi/history/kb/p974	Bergh	Mimmi	Kuopio	1845	Oulu	1932
http://ldf.fi/history/kb/p4252	Bergh	Samuel Gustaf	Oulu	1803	Halikko	1852
http://ldf.fi/history/kb/p2037	Bergholm	Katri	Helsinki	1878	Helsinki	1949
http://ldf.fi/history/kb/p5998	Bergius	Anders	Taivassalo, Taivassalo	1693, 1693	Ruotsi, Tukholma	1750, 1750
http://ldf.fi/history/kb/p3437	Berglund	Paavo	Helsinki	1929	Helsinki	2012
http://ldf.fi/history/histo/p3853	Berglöf	Gunnar					
http://ldf.fi/history/kb/p4974	Bergman	Erik	Uusikaarlepyy	1911	Helsinki	2006
http://ldf.fi/history/kb/p5363	Bergman	Johan Gabriel	Pori	1732	Turku	1794
http://ldf.fi/history/kb/p6103	Bergman	Jonas	Turku	1724	Turku	1810
http://ldf.fi/history/kb/p3239	Bergroth	Edvin	Pihlajavesi	1836	Helsinki	1917
http://ldf.fi/history/kb/p413	Bergroth	Elis	Uusikaupunki	1854	Helsinki	1906
http://ldf.fi/history/kb/p1386	Bergroth	Kersti	Viipuri	1886	Helsinki	1975
http://ldf.fi/history/kb/p3783	Bergström	Harry	Tampere	1910	Nurmijärvi	1989
http://ldf.fi/history/kb/p5655	Bergström	Matti	Teisko	1922			
http://ldf.fi/history/kb/p1092	Berndtson	Fredrik	Ruotsi, Falun	1820, 1820	Helsinki, Helsinki	1881, 1881
http://ldf.fi/history/kb/p774	Berndtson	Gunnar	Helsinki	1854	Helsinki	1895
http://ldf.fi/history/kb/p1153	Berner	Arne	Helsinki	1927	Helsinki	1988
http://ldf.fi/history/kb/p5657	Berner	Elisabet		1698	Rautalampi	1779
http://ldf.fi/history/kb/p1576	Berner	Rolf	Helsinki	1894	Lahti	1978
http://ldf.fi/history/kb/p5782	Berner	Samuel	Saksa	1700	Siuntio	1759
http://ldf.fi/history/kb/p1823	Beronka	Johan	Norja, Norja, Norja	1885, 1885, 1885	Norja, Oppegård, Akershus	1965, 1965, 1965
http://ldf.fi/history/kb/p6092	Bese	Gunilla		1475		1553
http://ldf.fi/history/kb/p163	Biaudet	Henry	Saksa, Saksa, Heidelberg, Heidelberg	1869, 1869, 1869, 1869	Italia, Rooma, Italia, Rooma	1915, 1915, 1915, 1915
http://ldf.fi/history/histo/p2624	Bibikoff	Ivan (K 1555)					
http://ldf.fi/history/kb/p2815	Bielke	Erik Turenpoika		1300, 1300, 1460, 1460		1328, 1511, 1328, 1511
http://ldf.fi/history/histo/p1881	Bielke	Erik Turenpoika (noin 1460 - 1511)					
http://ldf.fi/history/kb/p2842	Bielke	Nils	Ruotsi, Ruotsi, Ruotsi, Södermanland, Södermanland, Södermanland	1569, 1569, 1569, 1569, 1569, 1569	Ruotsi, Uplanti, Salsta, Ruotsi, Uplanti, Salsta	1639, 1639, 1639, 1639, 1639, 1639
http://ldf.fi/history/histo/p4236	Bielke	Nils		1569		1639					
http://ldf.fi/history/kb/p4226	Bielke	Nils Turenpoika		1300	Turku	1364
http://ldf.fi/history/kb/p611	Bielke	Sten Turenpoika		1300		1350
http://ldf.fi/history/kb/p2075	Biese	Helmi	Helsinki	1867	Helsinki	1933
http://ldf.fi/history/kb/p3669	Bilang	Jakob Johan von	Haapajärvi	1739	Helsinki	1803
http://ldf.fi/history/kb/p4526	Billsten	Carl	Ruotsi, Tukholma	1605, 1605	Inkoo, Inkoo	1673, 1673
http://ldf.fi/history/histo/p4462	Billsten	Carl		1605		1673					
http://ldf.fi/history/kb/p5398	Billsten	Carl nuorempi		1635		1691
http://ldf.fi/history/kb/p2533	Bilmark	Johan	Ruotsi, Skara	1728, 1728	Turku, Turku	1801, 1801
http://ldf.fi/history/kb/p4747	Birchenbaum	Christina Regina von		1610		1670
http://ldf.fi/history/kb/p4990	Birckholtz	Hieronymus von	Saksa, Saksa	1570, 1570	Ruotsi, Nyköping	1618, 1618
http://ldf.fi/history/kb/p6358	Bisi	Erik	Liminka	1819	Suomussalmi	1868
http://ldf.fi/history/kb/p1025	Bitter	Raimund	Pusula	1867	Riihimäki	1936
http://ldf.fi/history/kb/p2519	Bitz	Conradus		1400, 1400	Kaarina, Kuusisto	1489, 1489
http://ldf.fi/history/kb/p6238	Bitz	Erik		1400		1464
http://ldf.fi/history/kb/p5237	Bitz	Henrik		1458, 1458, 1395, 1395		1506, 1458, 1506, 1458
http://ldf.fi/history/kb/p946	Bjerkén	Pehr af	Ruotsi, Ruotsi, Tukholma, Tukholma	1765, 1765, 1765, 1765	Ruotsi, Jönköping, Ruotsi, Jönköping	1818, 1818, 1818, 1818
http://ldf.fi/history/kb/p835	Bjugg	Petrus	Ruotsi, Söderköping	1587, 1587	Viipuri, Viipuri	1655, 1655
http://ldf.fi/history/histo/p2940	Björkelund	Boris (S 1893)					
http://ldf.fi/history/kb/p4296	Björkenheim	Edvard	Turku	1856	Helsinki	1934
http://ldf.fi/history/kb/p4269	Björkenheim	Gösta	Tuusula	1866	Valkeala	1918
http://ldf.fi/history/kb/p4319	Björkenheim	Lars	Isokyrö	1901	Isokyrö	1965
http://ldf.fi/history/kb/p4935	Björkenheim	Lars Magnus	Ruotsi, Tukholma	1793, 1793	Turku, Turku	1869, 1869
http://ldf.fi/history/kb/p3621	Björkesten	Gunnar af	Helsinki	1912	Helsinki	1974
http://ldf.fi/history/kb/p6261	Björklund	Isaac	Vähäkyrö	1686	Turku	1740
http://ldf.fi/history/kb/p5152	Björklund	Johannes	Oulu	1888	Helsinki	1962
http://ldf.fi/history/kb/p6300	Björkman	Bengt Magnus	Ruotsi, Ruotsi	1745, 1745	Ruotsi, Tukholma	1824, 1824
http://ldf.fi/history/histo/p4926	Björkman	Carl		1873		1948					
http://ldf.fi/history/kb/p829	Björkman	Charlotte		1833		1893
http://ldf.fi/history/kb/p6031	Björkqvist	Anders	Nousiainen	1741	Vehmaa	1809
http://ldf.fi/history/kb/p4353	Björkqvist	Heimer	Alaveteli	1915	Turku	1993
http://ldf.fi/history/kb/p1076	Björkstrand	Gustav	Kaarlela	1941			
http://ldf.fi/history/kb/p1654	Björkstén	Elli	Lappeenranta	1870	Helsinki	1947
http://ldf.fi/history/kb/p1697	Björkstén	Emilie	Kangasniemi	1823	Helsinki	1896
http://ldf.fi/history/kb/p1923	Björkstén	Johan Isak	Loviisa	1828	Helsinki	1912
http://ldf.fi/history/kb/p4511	Björkstén	Sigurd	Tampere, Tampere	1897, 1897	Ruotsi, Landskrona	1968, 1968
http://ldf.fi/history/kb/p5848	Björling	Gunnar	Helsinki	1887	Helsinki	1960
http://ldf.fi/history/kb/p877	Björnberg	Carl Gustaf	Helsinki	1901	Helsinki	1995
http://ldf.fi/history/kb/p6124	Björnberg	Claës	Pori	1859	Helsinki	1931
http://ldf.fi/history/histo/p4742	Björnberg	Karl Anton		1821		1866					
http://ldf.fi/history/kb/p4520	Björnlund	Bengt	Ruotsi	1732	Pori	1815
http://ldf.fi/history/kb/p1077	Björnram	Gustaf		1745, 1745	Ruotsi, Tukholma	1801, 1801
http://ldf.fi/history/kb/p3457	Björnram	Hans Larsinpoika		1500	Viipuri	1571
http://ldf.fi/history/kb/p6266	Blad	Anders	Vaasa, Vaasa	1748, 1748	Ruotsi, Tukholma	1834, 1834
http://ldf.fi/history/kb/p2739	Bladh	Beata		1697	Vaasa	1754
http://ldf.fi/history/kb/p1971	Bladh	Johan	Ruotsi, Norrköping	1719, 1719	Kaskinen, Kaskinen	1783, 1783
http://ldf.fi/history/kb/p4531	Bladh	Petter Johan	Vaasa	1746	Närpiö	1816
http://ldf.fi/history/kb/p1578	Blick	Aarne	Ulvila	1894	Helsinki	1964
http://ldf.fi/history/histo/p3206	Blick	Aarne Leopold		1894		1964					
http://ldf.fi/history/kb/p5846	Blixt	Mikko		1700	Hämeenlinna	1733
http://ldf.fi/history/kb/p6114	Blom	Atte		1943			
http://ldf.fi/history/kb/p6132	Blom	Lars	Pedersöre	1705	Pietarsaari	1767
http://ldf.fi/history/kb/p6279	Blomberg	August	Turku	1866	Turku	1950
http://ldf.fi/history/kb/p2447	Blomberg	Erik	Helsinki	1913	Kuusjoki	1996
http://ldf.fi/history/kb/p2971	Blomqvist	Alexander	Helsinki	1796	Helsinki	1848
http://ldf.fi/history/kb/p5760	Blomqvist	Anni	Vårdö	1909	Vårdö	1990
http://ldf.fi/history/kb/p1715	Blomqvist	Anton Gabriel	Helsinki	1836	Hausjärvi	1904
http://ldf.fi/history/kb/p3424	Blomqvist	Cecilia	Pori	1845	Helsinki	1910
http://ldf.fi/history/kb/p6232	Blomqvist	Elisabeth	Helsinki	1827	Helsinki	1901
http://ldf.fi/history/kb/p5708	Blomqvist	Fredrik	Ruotsi	1740	Turku	1796
http://ldf.fi/history/kb/p6011	Blomstedt	Aulis	Jyväskylä	1906	Espoo	1979
http://ldf.fi/history/kb/p2644	Blomstedt	Juhana	Helsinki	1937	Lohja	2010
http://ldf.fi/history/histo/p3357	Blomstedt	Kaarlo Viljanti		1880		1949					
http://ldf.fi/history/kb/p5259	Blomstedt	Pauli	Jyväskylä	1900	Helsinki	1935
http://ldf.fi/history/kb/p6016	Blomstedt	Väinö	Savonlinna	1871	Helsinki	1947
http://ldf.fi/history/kb/p6375	Blomstedt	Yrjö	Helsinki, Helsinki, Helsinki, Helsinki	1871, 1871, 1926, 1926	Helsinki, Jyväskylä, Helsinki, Jyväskylä	1994, 1912, 1994, 1912
http://ldf.fi/history/kb/p5261	Blåfield	Heidi	Mänttä	1900	Helsinki	1931
http://ldf.fi/history/kb/p1721	Bobrikov	Nikolai Ivanovitsh	Venäjä, Strelna	1839, 1839	Helsinki, Helsinki	1904, 1904
http://ldf.fi/history/kb/p4876	Bochmöller	Johan	Saksa, Lyypekki	1610, 1610		1683, 1683
http://ldf.fi/history/kb/p5882	Boehm	Tuomas von	Joutseno	1916	Helsinki	2000
http://ldf.fi/history/kb/p5837	Boije	Göran	Pohja	1540	Pohja	1617
http://ldf.fi/history/histo/p2814	Boije	Hans Gustaf af Gennäs		1828		1903					
http://ldf.fi/history/kb/p1955	Boije	Nils		1490		1568
http://ldf.fi/history/kb/p1952	Boije	Otto Ernst		1719	Kuopio	1781
http://ldf.fi/history/kb/p4461	Boije af Gennäs	Constantin	Porvoo	1854	Porvoo	1934
http://ldf.fi/history/kb/p5100	Boldt	Jean	Kuopio	1865	Kulosaari	1920
http://ldf.fi/history/kb/p3089	Boldt	Robert	Kuopio	1861	Helsinki	1923
http://ldf.fi/history/histo/p2233	Boldt	Robert		1861		1923					
http://ldf.fi/history/kb/p2238	Bolin	Wilhelm	Venäjä	1835	Helsinki	1924
http://ldf.fi/history/kb/p5418	Bolotowsky	Scholem	Helsinki	1922	Helsinki	2002
http://ldf.fi/history/histo/p3914	Boman	August (1826 – 1883)					
http://ldf.fi/history/kb/p5685	Boman	Nikolai	Turku	1845	Turku	1923
http://ldf.fi/history/kb/p6170	Bomansson	Karl August	Ahvenanmaa	1827	Helsinki	1906
http://ldf.fi/history/kb/p4742	Bomgård	Hans		1600			
http://ldf.fi/history/kb/p6072	Bomhower	Hans		1400		1496
http://ldf.fi/history/kb/p1718	Bonde	Carl	Ruotsi	1581	Ruotsi	1652
http://ldf.fi/history/kb/p1216	Bonde	Gustaf	Ruotsi, Ruotsi, Tukholma, Tukholma	1682, 1682, 1682, 1682	Ruotsi, Tukholma, Ruotsi, Tukholma	1764, 1764, 1764, 1764
http://ldf.fi/history/kb/p1106	Bonde	Karl	Ruotsi, Ruotsi, Tukholma, Tukholma	1648, 1648, 1648, 1648	Ruotsi, Tukholma, Ruotsi, Tukholma	1699, 1699, 1699, 1699
http://ldf.fi/history/kb/p4499	Bonde	Karl Tordinpoika		1400		1445
http://ldf.fi/history/kb/p4460	Bonde	Tord Rörikinpoika		1350	Viipuri	1417
http://ldf.fi/history/histo/p4576	Bonde	Tord Rörikinpoika (K 1417)					
http://ldf.fi/history/kb/p1768	Bondestam	Anna	Pietarsaari	1907	Pietarsaari	1995
http://ldf.fi/history/kb/p496	Bonsdorff	Adolf von	Helsinki	1862	Helsinki	1928
http://ldf.fi/history/kb/p5381	Bonsdorff	Axel Edvard	Hamina	1839	Hanko	1919
http://ldf.fi/history/kb/p1321	Bonsdorff	Bertel von	Helsinki	1904	Helsinki	2004
http://ldf.fi/history/kb/p4920	Bonsdorff	Carl von	Kangasala	1862		1951
http://ldf.fi/history/histo/p3888	Bonsdorff	Carl von		1862		1951					
http://ldf.fi/history/kb/p3680	Bonsdorff	Elsa	Turku	1883	Helsinki	1973
http://ldf.fi/history/kb/p1009	Bonsdorff	Evert Julius	Turku	1810	Muurla	1898
http://ldf.fi/history/kb/p4477	Bonsdorff	Gabriel von	Porvoo	1762	Turku	1831
http://ldf.fi/history/kb/p2083	Bonsdorff	Göran von	Helsinki	1918	Helsinki	2009
http://ldf.fi/history/kb/p3645	Bonsdorff	Ilmari	Hämeenlinna	1879	Lahti	1950
http://ldf.fi/history/kb/p2557	Bonsdorff	Jacob	Porvoo	1763	Turku	1831
http://ldf.fi/history/kb/p5033	Bonsdorff	Johan	Porvoo	1772	Kakskerta	1840
http://ldf.fi/history/kb/p574	Bonsdorff	Johan von	Porvoo	1940	Tammisaari	2002
http://ldf.fi/history/kb/p1997	Bonsdorff	Max von	Turku	1882	Helsinki	1967
http://ldf.fi/history/kb/p4289	Bonsdorff	Per Adolf von	Turku	1791	Helsinki	1839
http://ldf.fi/history/histo/p4487	Bonsdorff	Toivo Ilmari		1879		1950					
http://ldf.fi/history/kb/p4462	Bonsdorff	Wäinö	Helsinki	1876	Helsinki	1951
http://ldf.fi/history/kb/p5475	Boothe	Helvi	Virrat, Virrat, Virrat	1904, 1904, 1904	Yhdysvallat, Denver, Colorado	1988, 1988, 1988
